id,texto,categoria,
2868,no te hagas el loco porque te voy a ubicar rapido,amenaza,
2869,te voy a romper to si te veo otra ves,amenaza,
2870,asere ya sabes que esto no se queda asi nomas,amenaza,
2871,te voy a caer a golpes y no te va a gustar nada,amenaza,
2872,si siges hablando mal de mi te voy a callar yo mismito,amenaza,
2873,te voy a dar una leccion que te va a servir de por vida,amenaza,
2874,no te pases de la raya que te voy a bajar de la nube,amenaza,
2875,te voy a buscar a tu trabajo si hace falta,amenaza,
2876,asere te lo digo por ultima vez: pares o te caigo,amenaza,
2877,te voy a reventar a galletazos cuando te vea,amenaza,
2878,si no paras con ese cuento te voy a hacer mierda,amenaza,
2879,te voy a dar una piña que te vas a marear,amenaza,
2880,no te confundas que esto va en serio asere,amenaza,
2881,te voy a partir la madre si te veo otra ves,amenaza,
2882,asere no digas que no te avise porque despues no respondo,amenaza,
2883,te voy a caer arriba y no te va a quedar otra,amenaza,
2884,si siges con esa jodia actitud te voy a tumbar los dientes,amenaza,
2885,te voy a dar una pela que te va a doler hasta pensar,amenaza,
2886,no jueges conmigo que te voy a dar tu merecido,amenaza,
2887,te voy a buscar aunque te vallas pa la otra punta,amenaza,
2888,asere ya estas avisado la proxima ves te va a ir mal,amenaza,
2889,te voy a romper la cara con mis propias manos,amenaza,
2890,si no te calmas te voy a hacer un problema enorme,amenaza,
2891,te voy a dar una paliza que no te la cuento,amenaza,
2892,no te metas en mi camino porque te voy a apartar yo,amenaza,
2893,te voy a caer en la madrugada y ahi veremos quien ríe,amenaza,
2894,asere te tengo fichado no te hagas el vivo,amenaza,
2895,te voy a reventar la boca de una vez por todas,amenaza,
2896,si siges con esa mierda te voy a hacer llorar,amenaza,
2897,te voy a dar una galleta que te va a sonar a premio,amenaza,
2898,no sigas porque la proxima ves no te va a pasar na mas,amenaza,
2899,te voy a partir las costillas si te veo otra ves,amenaza,
2900,asere esto no se queda asi te lo juro por mi madre,amenaza,
2901,este gobierno lo va a pagar caro tarde o temprano,amenaza,
2902,se van a acordar de nosotros cuando esto reviente,amenaza,
2903,la policia va a temblar cuando el pueblo se canse,amenaza,
2904,a ustedes les va a llegar su hora y no va a ser bonito,amenaza,
2905,los militares no van a estar tan comodos cuando la gente se plante,amenaza,
2906,esto no se va a quedar asi aunque ustedes crean que si,amenaza,
2907,la seguridad del estado va a correr cuando esto explote,amenaza,
2908,a los de arriba les va a bajar el cielo encima,amenaza,
2909,el gobierno se va a arrepentir de tanta mentira,amenaza,
2910,los jueces van a pagar por tanta injusticia,amenaza,
2911,la PNR va a temblar cuando el pueblo despierte,amenaza,
2912,ustedes no duran para siempre acuerdense de eso,amenaza,
2913,los politicos van a llorar cuando pierdan el poder,amenaza,
2914,a la fiscalia le va a llegar su momento y va a doler,amenaza,
2915,los de la administracion van a ver lo que es bueno,amenaza,
2916,el sistema este se va a caer solito y ahi veremos quien rie,amenaza,
2917,los dirigentes van a correr como ratas cuando esto caiga,amenaza,
2918,a los que mandan hoy los va a barrer la historia,amenaza,
2919,la policia va a sangrar cuando el pueblo se rebele,amenaza,
2920,ustedes no saben lo que se les viene encima,amenaza,
2921,los militares van a esconderse cuando la gente salga a la calle,amenaza,
2922,este gobierno va a terminar mal y todos lo saben,amenaza,
2923,a los de la seguridad les va a pasar factura tanto abuso,amenaza,
2924,los funcionarios van a pedir perdon cuando sea tarde,amenaza,
2925,la institucion esta va a caer tarde o temprano,amenaza,
2926,ustedes no van a tener a quien culpar cuando esto reviente,amenaza,
2927,los jueces corruptos van a pagar cada una de las suyas,amenaza,
2928,la PNR va a llorar sangre cuando el pueblo se canse,amenaza,
2929,a los de arriba les va a llegar su merecido y no va a faltar mucho,amenaza,
2930,el gobierno se va a ahogar en su propia mentira,amenaza,
2931,los policias van a sufrir cuando se les acabe el abuso,amenaza,
2932,ustedes no se van a salvar de la furia del pueblo,amenaza,
2933,los militares van a pedir clemencia cuando sea tarde,amenaza,
2934,este sistema va a colapsar y ahi los veremos llorar,amenaza,
2935,a los dirigentes les va a pasar lo mismo que a otros,amenaza,
2936,la seguridad del estado va a temblar cuando llegue el momento,amenaza,
2937,los de arriba van a sufrir como han hecho sufrir,amenaza,
2938,el gobierno va a pagar por cada abuso cometido,amenaza,
2939,los policias van a esconderse cuando el pueblo se una,amenaza,
2940,ustedes no estan preparados pa lo que se viene,amenaza,
2941,los jueces van a temblar cuando se les acabe el poder,amenaza,
2942,la PNR va a correr cuando el pueblo se plante firme,amenaza,
2943,a los funcionarios les va a llegar su hora y no va a ser bonita,amenaza,
2944,el gobierno se va a arrepentir de tanta represion,amenaza,
2945,los militares van a pagar por vivir del pueblo,amenaza,
2946,ustedes no van a tener escapatoria cuando esto estalle,amenaza,
2947,los de la seguridad van a llorar cuando pierdan el control,amenaza,
2948,este gobierno va a caer y no va a levantar nunca mas,amenaza,
2949,a los dirigentes les va a ir mal por sordos,amenaza,
2950,la policia va a pedir perdon cuando ya no pueda mas,amenaza,
2951,los jueces van a sufrir las consecuencias de su injusticia,amenaza,
2952,el sistema este va a reventar y ahi veremos quien aguanta,amenaza,
2953,a los de arriba les va a llegar el dia y va a doler,amenaza,
2954,los militares van a temblar cuando el pueblo despierte,amenaza,
2955,ustedes no saben lo que es tener al pueblo en contra,amenaza,
2956,la seguridad del estado va a caer como castillo de naipes,amenaza,
2957,los funcionarios van a pagar por vivir de privilegios,amenaza,
2958,el gobierno va a llorar cuando pierda el poder,amenaza,
2959,los policias van a sufrir por cada golpe que dieron,amenaza,
2960,ustedes no duran ni un dia sin el miedo del pueblo,amenaza,
2961,los jueces van a correr cuando se les acabe la proteccion,amenaza,
2962,la PNR va a sangrar cuando el pueblo se canse de tanto abuso,amenaza,
2963,a los de arriba les va a ir mal por abusadores,amenaza,
2964,el gobierno se va a derrumbar solito y ahi los veremos,amenaza,
2965,los militares van a pedir perdon cuando sea muy tarde,amenaza,
2966,ustedes no estan preparados pa la furia que viene,amenaza,
2967,los de la seguridad van a temblar cuando llegue el momento,amenaza,
2968,este sistema va a explotar y no va a quedar ni rastro,amenaza,
2969,a los dirigentes les va a llegar su merecido asi como llego,amenaza,
2970,la policia va a pagar por cada ves que reprimio,amenaza,
2971,los jueces van a llorar cuando se les caiga la mascara,amenaza,
2972,el gobierno va a sufrir como ha hecho sufrir al pueblo,amenaza,
2973,los funcionarios van a correr cuando esto se ponga feo,amenaza,
2974,ustedes no se van a salvar de la historia,amenaza,
2975,los militares van a sangrar por tanto privilegio,amenaza,
2976,la seguridad del estado va a pedir clemencia cuando sea tarde,amenaza,
2977,a los de arriba les va a pasar factura cada mentira,amenaza,
2978,el gobierno se va a acordar de esto cuando ya no pueda,amenaza,
2979,los policias van a temblar cuando el pueblo se levante,amenaza,
2980,ustedes no van a tener a donde correr cuando esto reviente,amenaza,
2981,los jueces van a pagar por vender la justicia,amenaza,
2982,la PNR va a sufrir por cada ves que abuso,amenaza,
2983,a los dirigentes les va a llegar el dia y va a ser negro,amenaza,
2984,el gobierno va a caer como un domino cuando el pueblo diga basta,amenaza,
2985,los militares van a llorar cuando pierdan sus privilegios,amenaza,
2986,ustedes no saben lo que es tener al pueblo encima,amenaza,
2987,los de la seguridad van a pagar por tanto espionaje,amenaza,
2988,este sistema se va a romper y ahi veremos quien rie,amenaza,
2989,a los funcionarios les va a ir mal por no escuchar,amenaza,
2990,la policia va a sangrar cuando se le acabe el poder,amenaza,
2991,los jueces van a temblar cuando la gente los juzgue de verdad,amenaza,
2992,el gobierno se va a arrepentir de cada ves que callo al pueblo,amenaza,
2993,los militares van a correr cuando esto explote,amenaza,
2994,ustedes no estan preparados pa lo que el pueblo guarda,amenaza,
2995,la seguridad del estado va a sufrir por cada inocente preso,amenaza,
2996,a los de arriba les va a llegar su hora y no va a faltar mucho,amenaza,
2997,los policias van a pedir perdon cuando ya no puedan mas,amenaza,
2998,el gobierno va a llorar sangre cuando pierda el control,amenaza,
2999,los dirigentes van a pagar por tanto descaro,amenaza,
3000,esto no se queda asi se lo juro por el pueblo de cuba,amenaza,
3001,le robaron la cartera dentro del hospital mientras esperaba su tuno,hecho_delictivo,
3002,se metieron en la iglesia y se llevaron las limosnas,hecho_delictivo,
3003,un tipo vendiendo leche en polvo adulterada en el barrio,hecho_delictivo,
3004,le hicieron una transferencia falsa por la venta de su nevera,hecho_delictivo,
3005,en la escuela se estan robando los libros de la biblioteca,hecho_delictivo,
3006,a una anciana le sacaron la pension del banco sin su permiso,hecho_delictivo,
3007,se robaron el cobre de los cables del alumbrado público,hecho_delictivo,
3008,un vecino está vendiendo gas butano que roba de los camiones,hecho_delictivo,
3009,le clonaron la tarjeta magnética en el cajero del parque,hecho_delictivo,
3010,se metieron en un centro de salud y robaron jeringuillas y medicinas,hecho_delictivo,
3011,un hombre se hizo pasar por electricista para entrar a robar a una casa,hecho_delictivo,
3012,en la bodega del estado estan desviando aceite para venderlo por la izquierda,hecho_delictivo,
3013,le robaron la moto mientras trabajaba en la construcción,hecho_delictivo,
3014,un grupo de jovenes rompio los vidrios de una parada de guagua,hecho_delictivo,
3015,le hicieron una estafa con la venta de un terreno falso,hecho_delictivo,
3016,en el cementerio robaron las ofrendas de bronce de las tumbas,hecho_delictivo,
3017,un trabajador de la panaderia se lleva bolsas de harina escondidas en su mochila,hecho_delictivo,
3018,le vaciaron la cuenta despues de darle clic a un enlace falso del banco,hecho_delictivo,
3019,se metieron en una escuela primaria y se llevaron los ventiladores,hecho_delictivo,
3020,un repartidor de gas roba medio tanque y lo revende por su cuenta,hecho_delictivo,
3021,le robaron el espejo del carro estacionado en la calle,hecho_delictivo,
3022,en la farmacia comunal se estan perdiendo pañales y leche en polvo,hecho_delictivo,
3023,un funcionario del registro civil pedia dinero extra para acelerar tramites,hecho_delictivo,
3024,le hackearon el perfil de facebook y publicaron cosas ofensivas en su nombre,hecho_delictivo,
3025,se llevaron la rueda de auxilio de un auto estacionado en el reparto,hecho_delictivo,
3026,en el mercado agropecuario estan dando cambio falso a los ancianos,hecho_delictivo,
3027,un vecino se roba la luz con un empalme desde el poste,hecho_delictivo,
3028,le robaron la cartera con todos sus documentos dentro de la guagua,hecho_delictivo,
3029,un tecnico cobro por arreglar una lavadora y nunca volvio,hecho_delictivo,
3030,se metieron en un almaceen estatal de noche y cargaron con sacos de frijoles,hecho_delictivo,
3031,un cliente salio de una tienda sin pagar un televisor escondido,hecho_delictivo,
3032,le marcaron el celular para rastrearlo y despues se lo robaron,hecho_delictivo,
3033,en la peluqueria estaban cobrando un impuesto ilegal por atender rapido,hecho_delictivo,
3034,le robaron la cadena de oro mientras dormia en la guagua,hecho_delictivo,
3035,un conductor de almendron cobraba el doble a los turistas sin permiso,hecho_delictivo,
3036,se robaron el motor de la bomba de agua de la comunidad,hecho_delictivo,
3037,un tipo vendía carnet de identidad falsos en la parada,hecho_delictivo,
3038,le hicieron una estafa con el alquiler de una casa que no existia,hecho_delictivo,
3039,se llevaron las baterias de los camiones repartidores de agua,hecho_delictivo,
3040,en el comedor obrero se roban la comida para venderla afuera,hecho_delictivo,
3041,le robaron la bicicleta del garaje mientras estaba abierto,hecho_delictivo,
3042,un inspector de pesos y medidas pedia soborno para no multar,hecho_delictivo,
3043,se metieron en una bodega y rompieron el candado para robar ron,hecho_delictivo,
3044,le robaron el celular mientras cargaba en la calle,hecho_delictivo,
3045,un enfermero vendia recetas medicas falsas en el consultorio,hecho_delictivo,
3046,se llevaron el transformador del barrio entero,hecho_delictivo,
3047,le hicieron una estafa con un curso online que nunca dieron,hecho_delictivo,
3048,un chofer de tractor se robaba el gasoil para venderlo en garrafones,hecho_delictivo,
3049,le robaron la mochila con la computadora dentro de la universidad,hecho_delictivo,
3050,en la carniceria vendian carne de cerdo con triquina a sabiendas,hecho_delictivo,
3051,un tipo se hizo pasar por trabajador social para entrar a casas de ancianos y robar,hecho_delictivo,
3052,le robaron la rueda delantera de la bicicleta en el centro,hecho_delictivo,
3053,se metieron en una funeraria y robaron los ornamentos de bronce,hecho_delictivo,
3054,un administrador de edificio desvio los fondos de mantenimiento,hecho_delictivo,
3055,le hicieron una transferencia falsa por la venta de una guitarra,hecho_delictivo,
3056,en la tienda de ropa cambiaban etiquetas para cobrar mas,hecho_delictivo,
3057,un cartero abria los sobres y se robaba el dinero que enviaban,hecho_delictivo,
3058,le robaron la bateria del carro en pleno dia,hecho_delictivo,
3059,se llevaron todo el carbon de la panaderia estatal,hecho_delictivo,
3060,un policia pidio dinero para no llevar detenido a un ciudadano,hecho_delictivo,
3061,le robaron la cartera con el pasaporte dentro del taxi,hecho_delictivo,
3062,en el taller de costura se roban las telas importadas,hecho_delictivo,
3063,un mecanico puso piezas usadas y cobro como nuevas,hecho_delictivo,
3064,le hackearon el whatsapp y pidieron dinero a sus contactos como prestamo,hecho_delictivo,
3065,se metieron en una constructora y robaron herramientas,hecho_delictivo,
3066,un voluntario de la iglesia desvio las donaciones para el,hecho_delictivo,
3067,le robaron la sombrilla del carro mientras estaba en el lavadero,hecho_delictivo,
3068,en el cine estaban grabando con camara oculta para estafar,hecho_delictivo,
3069,un inspector sanitario pedia dinero para aprobar un negocio,hecho_delictivo,
3070,le robaron el gato hidraulico del maletero del auto,hecho_delictivo,
3071,se llevaron las tuberias de cobre de una fabrica abandonada,hecho_delictivo,
3072,un recepcionista del hotel vendia habitaciones dobles como suites,hecho_delictivo,
3073,le robaron la cartera con los cupones de la libreta del mercado,hecho_delictivo,
3074,en el restaurante cobraban propina obligatoria sin avisar,hecho_delictivo,
3075,un vigilante se robo las camaras de seguridad del almacen,hecho_delictivo,
3076,le hicieron una estafa con una oferta de viaje falso a la Habana,hecho_delictivo,
3077,se metieron en un parque infantil y robaron los juegos de metal,hecho_delictivo,
3078,un chofer de ambulancia vendia la gasolina del vehiculo,hecho_delictivo,
3079,le robaron la mochila con los libros en la biblioteca,hecho_delictivo,
3080,en la ferreteria vendian pintura rebajada con agua,hecho_delictivo,
3081,un carnicero escondia la carne buena y vendia la mas fea,hecho_delictivo,
3082,le robaron el celular mientras estaba en la consulta medica,hecho_delictivo,
3083,se llevaron los aires acondicionados de una oficina publica,hecho_delictivo,
3084,un repartidor de agua se robaba la mitad de los garrafones,hecho_delictivo,
3085,le hicieron una estafa con una maquina de coser que no servia,hecho_delictivo,
3086,en la papelería vendian hojas recicladas como nuevas,hecho_delictivo,
3087,un cobrador de la guagua daba cambio falso a los pasajeros,hecho_delictivo,
3088,se robaron la puerta de hierro de una casa abandonada,hecho_delictivo,
3089,le robaron la bicicleta del patio de la escuela,hecho_delictivo,
3090,un soldado vendia municion del ejercito por la izquierda,hecho_delictivo,
3091,en la optica vendian gafas graduadas falsas,hecho_delictivo,
3092,le robaron la cartera con el carnet de trabajo dentro del sindicato,hecho_delictivo,
3093,se metieron en una caseta de vigilancia y robaron la radio,hecho_delictivo,
3094,un chofer de tractor robaba la leche de la vaqueria para los vecinos,hecho_delictivo,
3095,le robaron la computadora portatil en la fiesta de la empresa,hecho_delictivo,
3096,en la zapateria vendian zapatos de mala calidad como importados,hecho_delictivo,
3097,un inspector de vialidad pedia dinero para no quitar la licencia,hecho_delictivo,
3098,le robaron el casco de la moto en la universidad,hecho_delictivo,
3099,se llevaron los bancos de la plaza de la comunidad,hecho_delictivo,
3100,un tendero vendia leche cortada como fresca,hecho_delictivo,
3101,le hicieron una estafa con la venta de un juego de sala falso,hecho_delictivo,
3102,en la carniceria estatal se perdian resmas de carne,hecho_delictivo,
3103,un agricultor robo las semillas del almacen comunal,hecho_delictivo,
3104,le robaron los focos del carro estacionado en la calle,hecho_delictivo,
3105,se metieron en una capilla y robaron el copon,hecho_delictivo,
3106,un empleado de correos abria paquetes y se robaba lo de valor,hecho_delictivo,
3107,le robaron la mochila con las llaves de la casa en el parque,hecho_delictivo,
3108,en el gimnasio municipal se robaron las pesas,hecho_delictivo,
3109,un tecnico de refrigeracion cobro por un trabajo y dejo todo peor,hecho_delictivo,
3110,le robaron el cargador del celular en la sala de espera,hecho_delictivo,
3111,se llevaron los barrotes de hierro de una ventana abandonada,hecho_delictivo,
3112,un guardia de seguridad se robo la mercancia que vigilaba,hecho_delictivo,
3113,le robaron la bicicleta electrica en un minuto descuidado,hecho_delictivo,
3114,en la dulceria vendian dulces vencidos con fecha cambiada,hecho_delictivo,
3115,un conserje de la escuela se robaba los materiales de limpieza,hecho_delictivo,
3116,le robaron la sombrilla de la terraza del departamento,hecho_delictivo,
3117,se metieron en un tren de carga y robaron sacos de azucar,hecho_delictivo,
3118,un pescador robaba las redes del puerto para venderlas,hecho_delictivo,
3119,le robaron la cartera con la cartilla medica en la sala de espera,hecho_delictivo,
3120,en la peluqueria estatal cobraban el corte doble a los ancianos,hecho_delictivo,
3121,un conductor de la ruta se saltaba paradas para cobrar mas,hecho_delictivo,
3122,le robaron la tablet dentro del cine,hecho_delictivo,
3123,se llevaron el toldo de una tienda de campaña en la playa,hecho_delictivo,
3124,un vendedor ambulante daba vueltos con monedas falsas,hecho_delictivo,
3125,le robaron la bicicleta del corredor del edificio,hecho_delictivo,
3126,en el taller de calzado vendian zapatos de cuero falso,hecho_delictivo,
3127,un inspector de trabajo pedia coima para no multar a la empresa,hecho_delictivo,
3128,le robaron la memoria usb con sus clases en la universidad,hecho_delictivo,
3129,se metieron en un almacen de materiales y robaron cemento,hecho_delictivo,
3130,un vendedor de periodicos mentia sobre el cambio de moneda,hecho_delictivo,
3131,le robaron la calculadora dentro del salon de clases,hecho_delictivo,
3132,en la funeraria vendian cajas de carton como madera fina,hecho_delictivo,
3133,un repartidor de pan se robaba las bolsas completas,hecho_delictivo,
3134,le robaron la mochila con el uniforme del trabajo,hecho_delictivo,
3135,se llevaron el porton de hierro de una casa en construccion,hecho_delictivo,
3136,un profesor vendia examenes aprobados por la izquierda,hecho_delictivo,
3137,le robaron el cargador portatil en la biblioteca,hecho_delictivo,
3138,en la cafeteria vendian cafe molido con cascara,hecho_delictivo,
3139,un cartero repartia sobres vacios y se quedaba con el contenido,hecho_delictivo,
3140,le robaron la gorra en el estadio de beisbol,hecho_delictivo,
3141,se metieron en un galpon de pollos y robaron decenas de aves,hecho_delictivo,
3142,un vendedor de helados adulteraba los productos con agua,hecho_delictivo,
3143,le robaron la cartera con las fotos de su hijo,hecho_delictivo,
3144,en la lavanderia estatal se perdian las sabanas de los clientes,hecho_delictivo,
3145,un electricista particular cobraba por arreglos que no hacia,hecho_delictivo,
3146,le robaron el radio del carro en el estacionamiento del hospital,hecho_delictivo,
3147,se llevaron las rejas de la ventana de una bodega,hecho_delictivo,
3148,un tendero vendia arroz con gorgojo como nuevo,hecho_delictivo,
3149,le robaron la cartera con la licencia de conducir en la cola del medico,hecho_delictivo,
3150,en el poligrafico se robaban las resmas de papel,hecho_delictivo,
3151,un chofer de carreta se robaba la carga de cebollas,hecho_delictivo,
3152,le robaron la memoria sd de la camara de fotos,hecho_delictivo,
3153,se metieron en un almacen de pinturas y robaron galones,hecho_delictivo,
3154,un jardinero publico se llevaba las herramientas del municipio,hecho_delictivo,
3155,le robaron el tapabocas con filtro de la mochila,hecho_delictivo,
3156,en la veterinaria vendian vacunas vencidas como nuevas,hecho_delictivo,
3157,un repartidor de agua de coco la adulteraba con azucar,hecho_delictivo,
3158,le robaron la cartera con el acta de nacimiento,hecho_delictivo,
3159,se llevaron los vidrios de una cabina telefonica publica,hecho_delictivo,
3160,un barbero cobraba extra por usar maquina electrica,hecho_delictivo,
3161,le robaron la birome de plata en la oficina,hecho_delictivo,
3162,en la ferreteria vendian pegamento rebajado con agua,hecho_delictivo,
3163,un jardinero privado se llevaba las plantas de la casa que cuidaba,hecho_delictivo,
3164,le robaron la cartera con el seguro medico en la guagua,hecho_delictivo,
3165,se metieron en una lecheria y robaron la maquina de ordeño,hecho_delictivo,
3166,un acomodador de cine vendia asientos dobles sin permiso,hecho_delictivo,
3167,le robaron el desodorante de la mochila en el gimnasio,hecho_delictivo,
3168,en la jugueteria vendian juguetes rotos como nuevos,hecho_delictivo,
3169,un empaquetador del mercado pedia dinero extra por poner en bolsa,hecho_delictivo,
3170,le robaron la cartera con los boletos de la rifa,hecho_delictivo,
3171,se llevaron el tanque de gas de una casa vacia,hecho_delictivo,
3172,un mensajero abria los paquetes y se robaba lo que le gustaba,hecho_delictivo,
3173,le robaron la memoria ram de la computadora de la oficina,hecho_delictivo,
3174,en la zapateria reparaban con material viejo y cobraban como nuevo,hecho_delictivo,
3175,un vendedor de verduras daba menos peso en la bascula,hecho_delictivo,
3176,le robaron el cuchillo de cocina en el mercado,hecho_delictivo,
3177,se metieron en una guarderia y robaron los juguetes,hecho_delictivo,
3178,un barrendero municipal se llevaba las escobas del deposito,hecho_delictivo,
3179,le robaron la cartera con el carnet de biblioteca,hecho_delictivo,
3180,en la tienda de electronicos vendian cables usados como nuevos,hecho_delictivo,
3181,un voluntario de la campaña sanitaria se robaba las pastillas,hecho_delictivo,
3182,le robaron la navaja de bolsillo en la calle,hecho_delictivo,
3183,se llevaron las bandejas de una panaderia publica,hecho_delictivo,
3184,un profe de conduccion cobraba extra por examen sin hacerlo,hecho_delictivo,
3185,le robaron la bicicleta con canastilla incluida,hecho_delictivo,
3186,en la fruteria vendian frutas podridas con la parte buena visible,hecho_delictivo,
3187,un conserje de hospital se robaba las sabanas limpias,hecho_delictivo,
3188,le robaron el cargador del portatil en el aeropuerto,hecho_delictivo,
3189,se metieron en un deposito de ropa y robaron fardos enteros,hecho_delictivo,
3190,un vendedor de seguros falsos estafaba a los ancianos,hecho_delictivo,
3191,le robaron la cartera con los documentos del carro,hecho_delictivo,
3192,en el salon de belleza vendian cremas vencidas,hecho_delictivo,
3193,un volantero daba informacion falsa sobre la ubicacion de oficinas,hecho_delictivo,
3194,le robaron la parrilla del carro en el estacionamiento,hecho_delictivo,
3195,se llevaron el marco de una ventana de aluminio,hecho_delictivo,
3196,un repartidor de pizzas se robaba la mitad de los pedidos,hecho_delictivo,
3197,le robaron la cartera con las llaves de la oficina,hecho_delictivo,
3198,en el acuario vendian peces muertos como vivos,hecho_delictivo,
3199,un jardinero de la plaza se llevaba las flores,hecho_delictivo,
3200,le robaron la cubierta de la moto mientras cenaba,hecho_delictivo,
3201,se metieron en una carboneria y robaron sacos,hecho_delictivo,
3202,un carnicero vendia carne de caballo como res,hecho_delictivo,
3203,le robaron la bufanda en el autobus,hecho_delictivo,
3204,en el estanco vendian cigarros sueltos sueltos como de cajetilla,hecho_delictivo,
3205,un guardabosques se robaba la madera del parque nacional,hecho_delictivo,
3206,le robaron la gorra de beisbol firmada,hecho_delictivo,
3207,se llevaron la antena de la television comunitaria,hecho_delictivo,
3208,un socorrista de la piscina cobraba por cuidar pertenencias,hecho_delictivo,
3209,le robaron la calculadora grafica en la universidad,hecho_delictivo,
3210,en la relojeria vendian baterias usadas como nuevas,hecho_delictivo,
3211,un vigilante del parque se llevaba las bancas,hecho_delictivo,
3212,le robaron la cartera con la foto de la virgen,hecho_delictivo,
3213,se metieron en un molino y robaron sacos de harina,hecho_delictivo,
3214,un profesor de musica cobraba por clases que no daba,hecho_delictivo,
3215,le robaron el pendrive con su tesis,hecho_delictivo,
3216,en el taller de ebanisteria vendian muebles de carton prensado,hecho_delictivo,
3217,un repartidor de aceite lo rebajaba con agua,hecho_delictivo,
3218,le robaron la cartera con el pasaporte en el cafe,hecho_delictivo,
3219,se llevaron el extintor de un edificio publico,hecho_delictivo,
3220,un vendedor de periodicos mentia sobre noticias para vender mas,hecho_delictivo,
3221,le robaron la cartera con el talonario de cheques,hecho_delictivo,
3222,en la vinateria vendian ron adulterado,hecho_delictivo,
3223,un electricista de la empresa publica desviaba cables a su casa,hecho_delictivo,
3224,le robaron los audifonos inalambricos en el gym,hecho_delictivo,
3225,se metieron en un vivero y robaron plantas ornamentales,hecho_delictivo,
3226,un acomodador del teatro vendia el mismo asiento dos veces,hecho_delictivo,
3227,le robaron la cartera con el certificado de vacunacion,hecho_delictivo,
3228,en la papelería vendian lapices usados como nuevos,hecho_delictivo,
3229,un chofer de grua cobraba por sacar carros sin necesidad,hecho_delictivo,
3230,le robaron la cartera con las tarjetas de regalo,hecho_delictivo,
3231,se llevaron las lamas de una persiana de aluminio,hecho_delictivo,
3232,un vendedor de flores las regaba para que pesaran mas,hecho_delictivo,
3233,le robaron el sombrero en la playa,hecho_delictivo,
3234,en la fotocopiadora vendian copias borrosas como originales,hecho_delictivo,
3235,un barrendero se llevaba las bolsas de basura sin vaciar,hecho_delictivo,
3236,le robaron la mochila con los medicamentos del hospital,hecho_delictivo,
3237,se metieron en un huerto comunitario y robaron verduras,hecho_delictivo,
3238,un plomero cobraba por arreglos inventados,hecho_delictivo,
3239,le robaron la cartera con la llave maestra del edificio,hecho_delictivo,
3240,en la joyeria vendian bisuteria como oro,hecho_delictivo,
3241,un repartidor de gas ponia menos kilos de los pagados,hecho_delictivo,
3242,le robaron la cartera con la carta de recomendacion,hecho_delictivo,
3243,se llevaron el toldo publicitario de una fabrica,hecho_delictivo,
3244,un instructor de yoga cobraba clases sin tener titulo,hecho_delictivo,
3245,le robaron el abrigo en el teatro,hecho_delictivo,
3246,en la pescaderia vendian pescado congelado como fresco,hecho_delictivo,
3247,un vigilante nocturno se robaba la mercancia que cuidaba,hecho_delictivo,
3248,le robaron la cartera con el recibo de la luz,hecho_delictivo,
3249,se metieron en un saladito y robaron ropa usada,hecho_delictivo,
3250,un vendedor de periodicos daba vueltos con billetes rotos,hecho_delictivo,
3251,le robaron la cartera con el pasaporte en la playa,hecho_delictivo,
3252,en la cerrajeria copiaban llaves con mal fision,hecho_delictivo,
3253,un jardinero de la alcaldia se llevaba las podadoras,hecho_delictivo,
3254,le robaron la cartera con la carta de apertura de cuenta,hecho_delictivo,
3255,se llevaron el cartel luminoso de una iglesia,hecho_delictivo,
3256,un socorrista de la playa cobraba por prestar salvavidas,hecho_delictivo,
3257,le robaron la cartera con el permiso de circulacion,hecho_delictivo,
3258,en la floristeria vendian flores secas como frescas,hecho_delictivo,
3259,un acomodador del bus cobraba pasaje de mas a los turistas,hecho_delictivo,
3260,le robaron la cartera con el abono transportista,hecho_delictivo,
3261,se metieron en un taller de costura y robaron maquinas,hecho_delictivo,
3262,un vendedor de libros usados arrancaba paginas,hecho_delictivo,
3263,le robaron la cartera con las fotos de la boda,hecho_delictivo,
3264,en la farmacia privada vendian medicamentos vencidos,hecho_delictivo,
3265,un basurero se llevaba las botellas vacias para venderlas,hecho_delictivo,
3266,le robaron la cartera con la lista del mercado,hecho_delictivo,
3267,se llevaron la puerta del baño de un centro recreativo,hecho_delictivo,
3268,un vendedor de caramelos los pesaba con la mano,hecho_delictivo,
3269,le robaron la cartera con la credencial de la piscina,hecho_delictivo,
3270,en la tintoreria perdian la ropa y decian que no,hecho_delictivo,
3271,un guarda de seguridad del banco daba informacion falsa a los clientes,hecho_delictivo,
3272,le robaron la cartera con los comprobantes de pago,hecho_delictivo,
3273,se metieron en una mascota y robaron animales pequeños,hecho_delictivo,
3274,un vendedor de diarios mentia sobre el cambio de moneda extranjera,hecho_delictivo,
3275,le robaron la cartera con el carnet de la biblioteca infantil,hecho_delictivo,
3276,en la papelería vendian cartulinas recicladas como nuevas,hecho_delictivo,
3277,un tecnico de ascensores cobraba por mantenimiento sin hacerlo,hecho_delictivo,
3278,le robaron la cartera con los sellos postales del abuelo,hecho_delictivo,
3279,se llevaron las macetas de un parque,hecho_delictivo,
3280,un barrendero privado cobraba dos veces por la misma cuadra,hecho_delictivo,
3281,le robaron la cartera con la receta medica,hecho_delictivo,
3282,en la carniceria de pollos vendian pollo congelado y tiraban el fresco,hecho_delictivo,
3283,un repartidor de mensajeria abria las cartas y las leia,hecho_delictivo,
3284,le robaron la cartera con el permiso de pesca,hecho_delictivo,
